ID,lexeme,parse,root,lexical category,topic,Level,English,ex sh1,ex se1,ex sh2,ex se2,ex sh3,ex se3,ex sh4,ex se4,ex sh5,ex se5,ex sh6,ex se6,ex sh7,ex se7,ex sh8,ex se8,ex sh9,ex se9,ex sh10,ex se10,ex sh11,ex es11,ex sh12,ex se12,
5977,yuq’ustun ,√yuq’-as-ten,√yuq’,N,TO,C,sharpener,hun'umut suw' suw'q's 'u tthu 'uy' smeent xut'ustum' yuq'ustun.,"Arriving home, he looked for the stone called the sharpener. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5978,yuq’ay’atht ,√yuq’-ay’uth-t,√yuq’,V,CON,C,sharpen the edge (the fine filing of a knife),nem' yuq'ay'atht tthu sqw'qwum.,Go sharpen the axe. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5979,huy’q’a’ithut ,√yuq’-ay’uth-t-PROG,√yuq’,V,CON,C,sharpening the edge,e'ut wulh huy'q'a'ithutus tthu sqw'qwum.,He is filing the axe.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5980,yuq’a’tht ,√yuq’-a’th-t,√yuq’,V,CON,C,sharpen the edge,yuq'a'tht thun' shuptun yelh 'un's lhts'els.,Sharpen your knife before you start cutting. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5981,yuq’yuq’een’ ,√yuq’-een’-PL,√yuq’,V,CON,C,sharpen knife,yuq'yuq'e-e-en' lhu q'u sisul'u.,"sharpen your knife, grannie. (CA t'ut'um')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5982,yuq’uwulht ,√yuq’-uwulh-t,√yuq’,V,CON,C,rasp a canoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5983,huy’q’uw’ulht ,√yuq’-uwulh-t-PROG,√yuq’,V,CON,C,rasping a canoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5984,yuqw ,√yuqw,√yuqw,NA,NA,C,burn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5985,yuqwnamut ,√yuqw-namut,√yuqw,V,CON,C,burn: get the fire going,yuqwnamut tthuw'nilh swiw'lus.,He got his fire started. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5986,huy’qw ,√yuqw-PROG,√yuqw,V,CON,C,burning; fire,tl'uqwunt tsun tthu huy'qw.,I put out the fire. (CP 230774),nem' hwthuylhnent thu huy'qw na'ut yutl'utl'ukw'un'.,Go and fix the fire that is dying out. (RP 80BB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5987,hi’huy’qw ,√yuqw-DIM-PROG,√yuqw,V,CON,C,burning DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5988,he’hiiqw ,√yuqw-DIM-DIM-PROG,√yuqw,V,CON,C,"burning DIM (for ex coals burning, little fire left)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5989,hule’hiiqw ,√yuqw-DIM-DIM-PROG-PL,√yuqw,V,CON,C,burning DIM PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5990,suy’iqw ,s-√yuqw-STA,√yuqw,ADJ,DES,C,burnt,na'ut 'uw' 'uy' suy'iqw tthey' tumulh.,That ochre powder is nicely burnt. (MJ Spring82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5991,yuqwt ,√yuqw-t,√yuqw,V,CON,C,"burn it, light a fire",suw' 'i-i-ixutus tthu tse'lumun tl'uw' yuqwtus suw' ts'uy'hw.,He scraped the fir pole and also singed it until it got dry. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5992,yuqwnuhw ,√yuqw-nehw,√yuqw,V,CON,C,"burn it, manage to set on fire, manage to get the fire to burn",ni' tsun yuqwnuhw.,I set it on fire. (AG 130674),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5993,huy’qwt ,√yuqw-t-PROG,√yuqw,V,CON,C,burning it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5994,yuqwyuqwt ,√yuqw-t-PL,√yuqw,V,CON,C,burn them,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5995,yuqwtum ,√yuqw-t-m,√yuqw,ADJ,DES,C,burned PASS,yuqwtum thuw'nilh.,She was burned up. (BA syalutsa'),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5996,huy’qwuthut ,√yuqw-that-PROG,√yuqw,ADJ,DES,C,feverish,nem' lhaq'uthut 'i ch huy'qwuthut.,"Go lie down, you are feverish. (RP 30NOV82)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5997,hwyuqwus ,hw-√yuqw-as,√yuqw,V,CON,C,burn face,i tsun hwi' hwyuqwus.,My face got burned. (RP 22FEB77),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5998,wyuqwust ,hw-√yuqw-as-t,√yuqw,V,CON,C,burn the face of someone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5999,shhwuy’qwelu ,shhw-√yuqw-elu,√yuqw,N,TO,C,fireplace; cooking pit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6000,yuqwul’tsup ,√yuqw-ul’tsup,√yuqw,V,ACT,NA,"make the fire, stoke the fire",puylhthut tthu s'eluhw 'i' 'umut 'i' yuqwul'tsup.,"Wiggling out of bed, the old people got up and made a fire. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6001,huy’qwul’tsup ,√yuqw-ul’tsup-PROG,√yuqw,V,ACT,NA,making the fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6002,hwuy’qwul’ulh ,hw-√yuqw-ul’ulh-PROG,√yuqw,N,TR,C,"ferry, train, anything with a steam engine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6003,yuqwuw’t-hwt ,√yuqw-uw’t-hw-t,√yuqw,V,ACT,NA,"burn a house (or beehive, anthill)",yuqwuw't-hwt ch tse' kwthu sum'sumay'u.,You will burn the beehive. (RP 80BB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6004,huy’qwuw’t-hwt ,√yuqw-uw’t-hw-t-PROG,√yuqw,V,ACT,NA,burning a house or beehive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6005,yuqwinus ,√yuqw-inus,√yuqw,N,BP,C,heartburn (have heartburn),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6006,huy’qwun’us ,√yuqw-inus-PROG,√yuqw,N,BP,C,heartburn (having heartburn),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6007,shyuqwlhnentun ,shhw-√yuqw-lhnen-ten,√yuqw,N,TO,C,"kindling, fire starter",e'ut tthunu shyuqwlhnentun tse'.,Here is what I’ll use for kindling. (MJ 80C),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6008,hwyuqwlhnent ,hw-√yuqw-lhnen-t,√yuqw,V,CON,C,feed the fire with kindling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6009,hwhuy’qwlhnen’t ,hw-√yuqw-lhnen-t-PROG,√yuqw,V,CON,C,feeding the fire with kindling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6010,yuqwulmuhw ,√yuqw-al-muhw,√yuqw,V,CON,D,burn clothes (of the dead),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6011,yuqwulmuhw ,√yuqw-al-muhw,√yuqw,V,CON,C,burn slash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6012,huy’qwul’muhw ,√yuqw-al-muhw,√yuqw,V,CON,D,burning clothes (of the dead),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6013,huy’qwul’muhw ,√yuqw-al-muhw,√yuqw,V,CON,C,burning slash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6014,huy’qwoon’ ,√yuqw-oon’-PROG,√yuqw,N,TO,A,"lamp (indoor), car headlight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6015,ts-huy’qwoon’ ,ts-√yuqw-oon’-PROG,√yuqw,N,TO,C,lights: have lights,yuse'luw't-hw tthu lelum' hwuwe' niis ts-huy'qwoon'.,Two houses haven’t got their lights yet. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6016,yuse’lu ,√yuse’lu,√yuse’lu,N,NUM,A,two,yuse'lu skweyul kwsus yaay'us tthuw'nilh.,He worked on it for two days. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6017,hwyusyey’sul’a ,hw-√yusyey’sul’u,√yusyey’sul’u,N,TR,C,canoe: two-person canoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6018,yusul’alus ,√yuse’lu-alus,√yuse’lu,N,NUM,C,"two stiches, when counting the width of a pattern, as in knitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6019,yusul’alusstuhw ,√yuse’lu-alus-stuhw,√yuse’lu,N,NUM,C,two stitches: do two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6020,yusa’lus ,√yuse’lu-as,√yuse’lu,N,NUM,C,"two dollars, two round objects, two months",wawa' ni' nuts'us lhqel'ts' kwsus xut'e 'u tthey' 'uw' niis yusa'lus lhqel'ts'.,"Maybe it was one month, but then it may have been two months. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6021,yey’sul’u ,√yuse’lu-elu,√yuse’lu,N,NUM,C,two people,...'i' kwthu yey'sul'u swaw'lus yath 'uw' kwun'atul kws 'i'mushs mukw' 'untsu shhwunum's.,...and two young men that were always travelling together wherever they went. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6022,yusyey’sul’u ,√yuse’lu-elu-RDP,√yuse’lu,N,NUM,C,pairs of people (i n sequence),i' hay ni' yusyey'sul'u tthu t'unastul' 'u tthu nuts'uhwulh snuhwulh.,They were side-by-side in pairs in one canoe. (BA teti'),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6023,yuse’luqun ,√yuse’lu-equn,√yuse’lu,N,NUM,C,two containers,yuse'luqun kwthu ni' huye'st-hwus.,She took two containers. (Lessons),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6024,yuse’luw’t-hw ,√yuse’lu-ew’t-hw,√yuse’lu,N,NUM,C,two houses,yuse'luw't-hw tthu lelum' hwuwe' niis ts-huy'qwoon'.,Two houses haven’t got their lights yet. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6025,syuse’ullhp ,s-√yuse’lu-ulhp,√yuse’lu,N,NUM,C,two trees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6026,yusuleylh ,√yuse’lu-uylh,√yuse’lu,N,NUM,C,two children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6027,yey’sul’ey’lh ,√yuse’lu-elu-uylh,√yuse’lu,N,NUM,C,have two children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6028,yusa’lumat ,√yuse’lu-mat,√yuse’lu,N,NUM,C,two teams or groups,yusa'lumat tse' kw'u nem' huye'st-hwut.,We are going to take two teams. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6029,yuse’lunuts ,√yuse’lu-nets,√yuse’lu,N,NUM,C,two root plants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6030,t-hwyuse’lu ,t-hw-√yuse’lu,√yuse’lu,N,NUM,C,two left,t-hwyuse'lu ts'u tthou'nun'ulh hwun' m'umun'lh.,There were still two young ones left. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6031,t-hwyusul’alusstuhw ,t-hw-√yuse’lu-alus-stuhw,√yuse’lu,N,NUM,C,two more stitches: do two more,t-hwyusul'alusstuhw ch tthun' syaays 'i' 'uy'.,It will be better if you do two more rounds in your knitting. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6032,shhwii’t’a’qwum’ ,shhw-√yut’-a’qw-m-DUR,√yut’,N,HH,C,shampoo (noun),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6033,yut’a’qwt ,√yut’-a’qw-t,√yut’,V,CON,D,scrub someone's head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6034,huy’t’a’qwt ,√yut’-a’qw-t-PROG,√yut’,V,CON,D,"scrubbing someone's head, shampooing",tl'im 'uy'eluqup tthu 'i 'un'sh huy't'a'qwt tthu qeq.,What you are lathering on your baby’s head smells nice. (CW AUG91),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6035,yut’a’qwum ,√yut’-a’qw-m,√yut’,V,CON,C,"shampoo, scrub your head",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6036,hi’t’a’qwum’ ,√yut’-a’qw-m-DUR,√yut’,V,CON,C,"shampooing, washing your hair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6037,yut’qw’thut ,√yut’qw’-that,√yut’qw’,V,CON,D,scrub yourself (with a facecloth),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6038,shyat’qw’usum’ ,shhw-√yut’qw’-as-m-PROG,√yut’qw’,N,HH,C,facecloth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6039,yut’a’qwum ,√yut’qw’-a’qw-m,√yut’qw’,V,CON,C,rub your scalp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6040,yut’qw’a’qwum ,√yut’qw’-a’qw-m,√yut’qw’,V,CON,C,rub your scalp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6041,hii’t’a’qwum’ ,√yut’qw’-a’qw-m-DUR,√yut’qw’,V,CON,C,rubbing your scalp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6042,yut’qw’utssum ,√yut’qw’-tsus-m,√yut’qw’,V,CON,D,"scrub one's hands (with a towel, in a basin)",tl'im' ch 'uw' yut'qw'utssum yelh 'un's xlas.,Be sure to scrub your fingers before you eat. (CW AUG91),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6043,syuth ,s-√yuth,√yuth,N,CER,NA,"history, lore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6044,yuthus ,√yuth-as,√yuth,V,COM,C,tell,yuthus kwthu kw'ushmats tthun' siiyey'u qw'umi'yiqun.,Tell the number of your friends at Comiaken. (RP 18DEC81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6045,yuthust ,√yuth-as-t,√yuth,V,COM,C,tell him/her,suw' yuthusts “ 'uwu ch tumte'muhw 'i' nem' hwtetulum' 'u tthey'.”,So she told him “Don’t you ever follow along that way.” (CA skwathshun'),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6046,huy’thust ,√yuth-as-t,√yuth,V,COM,C,telling,suw' yuhuy'thusts.,...and he was telling her. (CA t'ut'um'),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6047,hi’huy’thust ,√yuth-as-t-DIM-PROG,√yuth,V,COM,C,talking to DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6048,yuthustal’hw ,√yuth-as-t-al’hw,√yuth,V,COM,C,tell us,...'i' m'i tseep yuthustal'hw 'uw' ni'us 'untsu…,...you people tell us where he is… [TEH] (WS Seal Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6049,huy’thustal’hw ,√yuth-as-t-al’hw-PROG,√yuth,V,COM,C,telling us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6050,shuy’thustha’mu ,s-√yuth-as-t-samu-PROG,√yuth,V,COM,C,telling you about (who I was telling you about),...lhey' slheni' 'i nushuy'thustha'mu.,...the woman I was telling you about. (RP 230775),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6051,yuthustum ,√yuth-as-t-m,√yuth,V,COM,C,tell PASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6052,huy’thustum’ ,√yuth-as-t-m-PROG,√yuth,V,COM,C,telling PASS,suw'-huy'thustum' 'u thu tens…,His mother told him… (CA Stone Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6053,huy’thuste’wut ,√yuth-as-t-ewut-PROG,√yuth,V,COM,C,telling PASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6054,yuthusthaam ,√yuth-as-t-samum,√yuth,V,COM,C,tell you PASS,nii yuthusthaam 'uw' stemus kwthu ni' stssetheelt 'uw' hakwushun'.,Were you told what I was told to wear? (RP FEB81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6055,huy’theen’tum’ ,√yuth-en’-t-m-PROG,√yuth,V,COM,C,talking about PASS,ni' huy'theen'tum' kwth stey.,They talked about the race. (CW JUL91),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6056,syuwun ,s-√yuwun,√yuwun,N,CER,NA,"song: power song, Indian dancer's song",tun'ni' 'u tthun' s'uylu tthu syuwun.,The song will come from your power. (MJ Spring82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6057,tsyuwun ,ts-√yuwun,√yuwun,V,CER,NA,dance an Indian dance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6058,tsyuwun ,ts-√yuwun,√yuwun,V,COM,C,chant (verb),suw' nem's 'u tthey' s'eluhw slhelhuq' suw' tsyuwuns tthuw'nilh swiw'lus stl'i'tl'qulh.,"The young man, the youngster, went to the elder who was lying there and he started chanting. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6059,ts-huy’wun’ ,ts-√yuwun-PROG,√yuwun,V,COM,C,chanting,uwu ch 'uwu ch ts-huy'wun'uhw tl'e' q'uwutum ch 'ul'.,"You are not supposed to chant, you are only to do the drumming.” (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6060,yuw’en’ ,√yuw’en’,√yuw’en’,ADV,STP,C,"first, in front",suw' teti' tthu 'uw' yuw'en' swaw'lus 'u kw'un'a wulh hith.,And the first boys canoe-raced a long time ago. (BA),...thuythamu tst yuw'en' 'i' yelh snem'tst kwe'thamu.,...we will train you first before we let you go. (WS Eagle Story),...nuwus lhu nem' yuw'en'.,...you go first. (WS Eagle Story),yum'q'shut yuw'en' tthun' qeq.,Scrub your baby’s feet first. (MJ Spring82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6061,syuw’a’numa’ ,s-√yuw’en’-ama’,√yuw’en’,NA,NA,C,aboriginal,syuw'a'numa' kanada,aboriginal Canada. (RP APR93),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6062,syuw’en’ ,s-√yuw’en’,√yuw’en’,N,CER,NA,"traditions, history",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6063,yuluw’en’ ,√yuw’en’-PL,√yuw’en’,ADV,STP,C,ahead PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6064,yuw’an’thut ,√yuw’en’-that,√yuw’en’,ADV,STP,C,ahead (go ahead of),i' ni' tl'e' wulh yuw'an'thut 'u tthu me'mun'us.,And he went ahead of his children. (CA 120875),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6065,huy’wun’thut ,√yuw’en’-that-PROG,√yuw’en’,ADV,STP,C,ahead: going ahead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6066,huy’uy’wun’thut ,√yuw’en’-that-PROG-PL,√yuw’en’,ADV,STP,C,ahead: going ahead PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6067,yuw’a’nus ,√yuw’en’-as,√yuw’en’,N,DES,C,front: be up in front in a vehicle,nem' 'u tthu yuw'a'nus kwun's 'aalh 'u tthu snuhwulh.,Sit in the front when you get in the car. (RP 30NOV82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6068,siw’a’nus ,s-√yuw’en-as,√yuw’en’,N,DES,C,front: be in the front in a vehicle or in a group when walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
